trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.8, 'e': 0.6319999999999997}",25,6,-57.330431082248616,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
185,False,"{'a': 0.8, 'e': 0.6299999999999997}",20,0,-120.50782245754696,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
186,False,"{'a': 0.8, 'e': 0.6279999999999997}",30,0,-78.20090309864457,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
187,False,"{'a': 0.8, 'e': 0.6259999999999997}",20,0,-8.634541650011359,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
188,False,"{'a': 0.8, 'e': 0.6239999999999997}",25,0,-41.78736570228157,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
189,False,"{'a': 0.8, 'e': 0.6219999999999997}",20,0,-93.14298320921193,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
190,False,"{'a': 0.8, 'e': 0.6199999999999997}",35,11,-149.13430137691552,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 3}",1
191,False,"{'a': 0.8, 'e': 0.6179999999999997}",30,0,-35.32630689661004,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
192,False,"{'a': 0.8, 'e': 0.6159999999999997}",20,0,-149.71802485867687,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
193,False,"{'a': 0.8, 'e': 0.6139999999999997}",35,17,-18.44850757990973,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.6119999999999997}",35,0,-58.19694903067729,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
195,False,"{'a': 0.8, 'e': 0.6099999999999997}",35,3,2.6238867180329706,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.6079999999999997}",35,0,-133.79887850351273,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
197,False,"{'a': 0.8, 'e': 0.6059999999999997}",25,9,-15.401666009471803,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 0.6039999999999996}",30,0,-198.53000870441593,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 5}",0
199,False,"{'a': 0.8, 'e': 0.6019999999999996}",20,0,-55.42178623937195,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
200,False,"{'a': 0.8, 'e': 0.5999999999999996}",25,13,14.038876053844461,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.5979999999999996}",20,0,-47.85654496745576,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
202,False,"{'a': 0.8, 'e': 0.5959999999999996}",30,5,14.737314269936892,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.5939999999999996}",20,0,5.538509353635907,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
204,False,"{'a': 0.8, 'e': 0.5919999999999996}",20,0,-7.82367104440159,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
205,False,"{'a': 0.8, 'e': 0.5899999999999996}",35,21,13.113627474147282,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.5879999999999996}",20,0,-89.85313422127282,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
207,False,"{'a': 0.8, 'e': 0.5859999999999996}",20,0,-54.71525674835023,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
208,False,"{'a': 0.8, 'e': 0.5839999999999996}",20,7,11.446363322765913,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.5819999999999996}",20,10,-7.334033332235835,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.5799999999999996}",20,0,-112.46088716306511,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
211,False,"{'a': 0.8, 'e': 0.5779999999999996}",30,0,-35.58637619164831,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.8, 'e': 0.5759999999999996}",25,0,-151.90277153194455,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 3}",0
213,False,"{'a': 0.8, 'e': 0.5739999999999996}",20,7,-48.852550755233956,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
214,False,"{'a': 0.8, 'e': 0.5719999999999996}",20,0,-36.05205684025487,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
215,False,"{'a': 0.8, 'e': 0.5699999999999996}",20,0,-52.876850403142576,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
216,False,"{'a': 0.8, 'e': 0.5679999999999996}",20,12,-12.197190652464847,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.5659999999999996}",25,5,-38.59399491838316,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.5639999999999996}",30,0,-84.94507745223066,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
219,False,"{'a': 0.8, 'e': 0.5619999999999996}",25,3,-44.263904605485465,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.8, 'e': 0.5599999999999996}",25,16,-72.01722101788828,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
221,False,"{'a': 0.8, 'e': 0.5579999999999996}",25,15,-30.210770413805818,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
222,False,"{'a': 0.8, 'e': 0.5559999999999996}",20,0,-51.08199936203572,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
223,False,"{'a': 0.8, 'e': 0.5539999999999996}",25,12,-34.20440086240516,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.8, 'e': 0.5519999999999996}",35,12,-4.6524269237746685,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.5499999999999996}",35,0,-75.83944243058433,"{0: 25, 1: 3, 2: 5, 3: 2, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.5479999999999996}",25,6,-1.8141671694904158,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.5459999999999996}",25,13,-20.819798071304014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.8, 'e': 0.5439999999999996}",25,0,-93.32450000469339,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
229,False,"{'a': 0.8, 'e': 0.5419999999999996}",20,0,-58.672110635946275,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
230,False,"{'a': 0.8, 'e': 0.5399999999999996}",25,14,-38.96909200336391,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.8, 'e': 0.5379999999999996}",35,0,-94.47283279503563,"{0: 28, 1: 0, 2: 5, 3: 0, 4: 2}",0
232,False,"{'a': 0.8, 'e': 0.5359999999999996}",20,0,-16.488989494871205,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
233,False,"{'a': 0.8, 'e': 0.5339999999999996}",25,3,-74.08044759573207,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
234,False,"{'a': 0.8, 'e': 0.5319999999999996}",25,0,-73.41597781244447,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
235,False,"{'a': 0.8, 'e': 0.5299999999999996}",25,14,-9.381597649674639,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.5279999999999996}",20,9,-7.449589931092913,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.5259999999999996}",20,9,-0.6902681900476224,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.5239999999999996}",20,0,-57.65278598635608,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
239,False,"{'a': 0.8, 'e': 0.5219999999999996}",25,7,-31.809464625902443,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.8, 'e': 0.5199999999999996}",25,0,-106.66148963688994,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
241,False,"{'a': 0.8, 'e': 0.5179999999999996}",20,0,-65.20572801174366,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
242,False,"{'a': 0.8, 'e': 0.5159999999999996}",25,2,-92.14088595602956,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 1}",1
243,False,"{'a': 0.8, 'e': 0.5139999999999996}",35,23,-40.33708723349241,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.8, 'e': 0.5119999999999996}",25,8,9.888446344983393,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.5099999999999996}",20,11,5.896584037655154,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.5079999999999996}",25,3,-1.1063810512245205,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.5059999999999996}",20,4,-19.86312508423169,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.8, 'e': 0.5039999999999996}",30,18,-3.4875348773132675,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.5019999999999996}",25,0,-8.853258146534618,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
250,False,"{'a': 0.8, 'e': 0.49999999999999956}",25,0,-95.17928719297456,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
251,False,"{'a': 0.8, 'e': 0.49799999999999955}",25,0,-115.53689197290569,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
252,False,"{'a': 0.8, 'e': 0.49599999999999955}",20,0,18.475232724412045,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.49399999999999955}",20,0,-115.09804374724519,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
254,False,"{'a': 0.8, 'e': 0.49199999999999955}",20,0,11.95287245177392,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.8, 'e': 0.48999999999999955}",20,0,6.382820496884866,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
256,False,"{'a': 0.8, 'e': 0.48799999999999955}",25,0,-122.53139623463866,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
257,False,"{'a': 0.8, 'e': 0.48599999999999954}",20,1,-8.115062313193517,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.48399999999999954}",25,11,-42.87070589798181,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.48199999999999954}",25,13,-27.758991122332027,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.47999999999999954}",25,0,-58.017738333642605,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
261,False,"{'a': 0.8, 'e': 0.47799999999999954}",25,0,-27.03368803041816,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
262,False,"{'a': 0.8, 'e': 0.47599999999999953}",30,8,15.979884167724233,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.47399999999999953}",20,0,-65.4349995995085,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
264,False,"{'a': 0.8, 'e': 0.47199999999999953}",25,0,-22.464655690927582,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
265,False,"{'a': 0.8, 'e': 0.46999999999999953}",20,9,7.6630183441660265,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.4679999999999995}",25,0,-201.2463596519066,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 3}",0
267,False,"{'a': 0.8, 'e': 0.4659999999999995}",30,20,4.497142629569062,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.4639999999999995}",20,0,-50.010116527518974,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
269,False,"{'a': 0.8, 'e': 0.4619999999999995}",25,0,-1.6167900166039038,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
270,False,"{'a': 0.8, 'e': 0.4599999999999995}",30,9,26.176357314132744,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.4579999999999995}",30,0,-33.580962187980305,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.8, 'e': 0.4559999999999995}",35,0,-41.4139912340088,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.8, 'e': 0.4539999999999995}",30,19,11.235178039238555,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.4519999999999995}",25,11,13.207840036838272,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.4499999999999995}",20,0,-51.507965576222155,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
276,False,"{'a': 0.8, 'e': 0.4479999999999995}",20,0,-32.63945617044352,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
277,False,"{'a': 0.8, 'e': 0.4459999999999995}",20,12,-46.08980584009608,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.8, 'e': 0.4439999999999995}",30,0,-81.72256618353303,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
279,False,"{'a': 0.8, 'e': 0.4419999999999995}",30,5,-12.945309483670929,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.8, 'e': 0.4399999999999995}",20,0,-12.944625464099488,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
281,False,"{'a': 0.8, 'e': 0.4379999999999995}",30,20,-10.355708674770861,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.4359999999999995}",20,4,10.986523520077494,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.4339999999999995}",20,0,-3.1061382991567275,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
284,False,"{'a': 0.8, 'e': 0.4319999999999995}",20,0,-51.23850115218299,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
285,False,"{'a': 0.8, 'e': 0.4299999999999995}",25,12,21.04235890084871,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.4279999999999995}",30,0,-50.39615561348441,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
287,False,"{'a': 0.8, 'e': 0.4259999999999995}",20,8,-2.1103542492481484,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.4239999999999995}",25,15,-10.233093004311842,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.4219999999999995}",20,8,-43.70212446483459,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.8, 'e': 0.4199999999999995}",25,14,10.624546692143689,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.4179999999999995}",20,0,-4.290553220493438,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
292,False,"{'a': 0.8, 'e': 0.4159999999999995}",25,1,-8.306336269648806,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.4139999999999995}",20,0,-0.7130810345152854,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.8, 'e': 0.4119999999999995}",30,12,-37.52614797797009,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
295,False,"{'a': 0.8, 'e': 0.4099999999999995}",25,14,-8.141488789070428,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.4079999999999995}",20,0,-49.00131084886523,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
297,False,"{'a': 0.8, 'e': 0.4059999999999995}",25,7,-12.480519777773104,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.40399999999999947}",25,7,-59.08388756038056,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
299,False,"{'a': 0.8, 'e': 0.40199999999999947}",20,0,4.289887694917883,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.8, 'e': 0.39999999999999947}",25,5,-17.822681499904537,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.39799999999999947}",20,14,8.87924803669936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.39599999999999946}",20,5,-50.555568656501066,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
303,False,"{'a': 0.8, 'e': 0.39399999999999946}",35,18,-6.224812502700686,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.39199999999999946}",20,0,-25.84302278943632,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
305,False,"{'a': 0.8, 'e': 0.38999999999999946}",25,0,14.550193220303939,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.8, 'e': 0.38799999999999946}",20,1,-64.49975542403419,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
307,False,"{'a': 0.8, 'e': 0.38599999999999945}",35,17,-20.704747548191225,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.38399999999999945}",20,11,16.413179070850667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 0.38199999999999945}",20,0,25.678781343039404,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.8, 'e': 0.37999999999999945}",25,14,-33.37204959578018,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.8, 'e': 0.37799999999999945}",20,4,-5.029148644195405,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.37599999999999945}",20,12,-53.50078328510437,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 1}",1
313,False,"{'a': 0.8, 'e': 0.37399999999999944}",20,0,15.045885959170308,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.8, 'e': 0.37199999999999944}",30,21,-9.94114098003378,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.36999999999999944}",30,12,21.298318263810703,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 0.36799999999999944}",30,3,-70.82208243115002,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 1}",1
317,False,"{'a': 0.8, 'e': 0.36599999999999944}",20,0,25.516398356783114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.8, 'e': 0.36399999999999944}",20,14,11.934182741345186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.36199999999999943}",20,4,-29.053173124243063,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
320,False,"{'a': 0.8, 'e': 0.35999999999999943}",20,4,13.715985429813013,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.35799999999999943}",20,2,-18.58317426100265,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.35599999999999943}",25,19,11.454442623871666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.8, 'e': 0.3539999999999994}",30,4,44.110621620261185,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 0.3519999999999994}",25,9,-26.781154285154816,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
325,False,"{'a': 0.8, 'e': 0.3499999999999994}",20,14,10.111159936338375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.3479999999999994}",20,9,14.23145101311396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.3459999999999994}",20,9,6.196908739410331,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.3439999999999994}",20,12,-29.697474621666082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.8, 'e': 0.3419999999999994}",20,0,-62.07289997005356,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
330,False,"{'a': 0.8, 'e': 0.3399999999999994}",25,15,-6.7218607296870445,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.3379999999999994}",25,13,20.66098402375822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.3359999999999994}",20,2,-19.528922501367553,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
333,False,"{'a': 0.8, 'e': 0.3339999999999994}",20,10,4.804368570177293,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.3319999999999994}",30,5,-31.649340650315047,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.3299999999999994}",25,12,21.581205127080853,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.3279999999999994}",20,0,-13.595321831319346,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
337,False,"{'a': 0.8, 'e': 0.3259999999999994}",25,17,-26.806711666602897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.8, 'e': 0.3239999999999994}",20,11,4.579353829607235,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 0.3219999999999994}",20,8,14.492081445015991,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.3199999999999994}",30,0,-20.08840920577091,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
341,False,"{'a': 0.8, 'e': 0.3179999999999994}",20,0,21.606198304425796,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.8, 'e': 0.3159999999999994}",25,14,-16.56752854570617,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.3139999999999994}",25,0,-39.46376888258756,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
344,False,"{'a': 0.8, 'e': 0.3119999999999994}",20,10,2.121882774847352,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.3099999999999994}",25,9,-72.8875585238346,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
346,False,"{'a': 0.8, 'e': 0.3079999999999994}",25,16,15.80301584574432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.8, 'e': 0.3059999999999994}",25,0,6.403538070789051,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
348,False,"{'a': 0.8, 'e': 0.3039999999999994}",30,8,-43.960677825418436,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
349,False,"{'a': 0.8, 'e': 0.3019999999999994}",30,0,-97.59608395699522,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
350,False,"{'a': 0.8, 'e': 0.2999999999999994}",25,0,3.589679687586255,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
351,False,"{'a': 0.8, 'e': 0.2979999999999994}",20,0,10.093630494546218,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
352,False,"{'a': 0.8, 'e': 0.2959999999999994}",20,9,19.78570610880934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.8, 'e': 0.2939999999999994}",20,0,-12.605987798361495,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
354,False,"{'a': 0.8, 'e': 0.29199999999999937}",25,8,-41.89079260993531,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 0}",1
355,False,"{'a': 0.8, 'e': 0.28999999999999937}",20,0,-2.1114070460785386,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
356,False,"{'a': 0.8, 'e': 0.28799999999999937}",30,17,-18.147422425254636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.8, 'e': 0.28599999999999937}",20,0,-21.22251111118797,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
358,False,"{'a': 0.8, 'e': 0.28399999999999936}",25,14,18.26152016922363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.8, 'e': 0.28199999999999936}",25,7,-13.017204616791687,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
360,False,"{'a': 0.8, 'e': 0.27999999999999936}",30,6,29.142121307433605,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.8, 'e': 0.27799999999999936}",25,8,17.276861122651926,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.8, 'e': 0.27599999999999936}",20,0,-42.295125933471816,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
363,False,"{'a': 0.8, 'e': 0.27399999999999936}",30,13,-2.466488489850529,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
364,False,"{'a': 0.8, 'e': 0.27199999999999935}",30,21,12.964191001255465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.8, 'e': 0.26999999999999935}",25,10,-28.30103774987042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.8, 'e': 0.26799999999999935}",30,5,5.013885804642639,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
367,False,"{'a': 0.8, 'e': 0.26599999999999935}",25,2,12.975690492336765,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
